Comment,detected_language,translated_text
මගින් දාලා යන්න එපානන් ගෙදර එක්කන් පලයන් බන්,sin,"Don't leave me alone, take me home."
genu hire eka dala passe card gewanna be gawa card machine ekak ne E madiwata videoth karala,eng,genu hire eka dala passe card gewanna be gawa card machine ekak ne E madiwata videoth karala
pilika rohale idan yana leddungen oya pickme eun wate arangihin balen salli gannawa ewa kiwahama kisima ganak nathiwa magaarinaea oya pickme company eka,eng,pilika rohale idan yana leddungen oya pickme eun wate arangihin balen salli gannawa ewa kiwahama kisima ganak nathiwa magaarinaea oya pickme company eka
s ur faultu have changed it to card after he has accepted the hire,eng,s ur faultu have changed it to card after he has accepted the hire
පික් මී කියන්නෙම ලාබෙට දුවන එකක් ඒ මනුස්සයගෙ first hire එක කියන්නෙ ඒකෙන් දරුවොත් එක්ක දවසම කන්නත් පුලුවන් ඒකෙනුත් 3 company එකට ගෙවන්න කියන්නෙ මනුස්සයෙක් වෙන්න බෑ යන්න අපායක් හොයා ගන්න,sin,"Pick Me is a profitable businessman. He's hired first, so he can eat with his kids all day, and then pay the three companies to find a hell of a way to be a man."
ඔයාල පික්මී නෝමල් හයර් දාල ඒක කාඩ් හයර් එකක් කලාම ඒ මිනිස්සු අමාරුවෙ වැටෙනව මොකද හදිස්සියේ තෙල් ටිකක් ගහන්න සල්ලි නැති වෙනව වහනෙ කැඩෙනව ඒ වෙලාවට කාඩ් එකෙන් ගන්න බෑනෙ නේදපික්මී දුවන්නෙ ඔයාලගෙ ලාබෙට ඒත් වහෙනෙ අයිති කාරයාඅ දුවන්නෙ හයර් නැති කමටඑහෙම අසරන කරන්න එපා දුප්පත් මිනිස්සු ඔයාල ඔය දිව්නු කරන්නෙ කොම්පැනි කාරයෙක් මිසක් දුප්පත් මිනොහෙක්ව නෙමේ,sin,"You put your PICMY NOMAL HAIR in the back of your head and you get a card, and they get in trouble because suddenly you run out of oil, you break down, and you can't get your card, right?"
ඔච්චර පොශ් වෙලත් කාර් එකක් ගන්න බැරිද,sin,Can't you get a car that's so dirty?
වන් වේ පාරවල් වලින් යන්න උනොත් එයාලට පාඩුයි කියලා අතර මග බැහැලා පයින් යන්න කියනවා ගොඩක් අය හොදයි ටික දෙනෙක් ඉන්නවා අන්තිමයි සමහරු යන්නේ පුදුම වේගයකින්,sin,"They're going to lose if they walk the one-way street and they're going to lose if they walk the other way. Most people are good, few are good, and some are going at a surprising speed."
S පලවෙනි කාරනේ රියදුරා අහනවනන් කාඩ් එකක්ද මුදල් හයර් එකද්ද කියල ඇත්ත කියන්න ඔානා මුදල් හයර් කියල පස්සෙ මාරුකර නවනම් රියදුරාට කියන්න ඔාන නේද,sin,"S first, the driver asks if it's a credit card, and then he tells the driver if it's a credit card, and then he tells the driver if it's a credit card."
fan dagena yanne ai oyala eke wheel ekaka giyoth double denna wena nisane ekama madidia duwana un hire duwanne kunukolleta thel gahna wenawa mu kegahanne lankawa me tata hadenagaman tyenne,eng,fan dagena yanne ai oyala eke wheel ekaka giyoth double denna wena nisane ekama madidia duwana un hire duwanne kunukolleta thel gahna wenawa mu kegahanne lankawa me tata hadenagaman tyenne
දුවන බහුතරයක් මහා කාලනන්නි උන් හයර් එකට වඩා සල්ලි ගන්නවා pickme දාලා cancel කරොත් වු කතා කරලා අපෙන් අහනවා ඇයි cancel කරේ කියලා අපි උන්ට කියන්න ඔනේ හේතු,sin,"Most runners are big whores, they'll charge more than their hair, and if they cancel, they'll call us and ask us why they canceled, and we'll have to tell them why."
PickMe you guys have to solve this practical issue,eng,PickMe you guys have to solve this practical issue
UD අවුරුදු 06ක් තිස්සේ me යන්නේ,sin,I've been going to UD for six years.
3wheel card payment karala nedda sad karala balanna aasa hithai,eng,3wheel card payment karala nedda sad karala balanna aasa hithai
මූ කොහොමත් ඔය වගෙ ගිය සිකුරාදා කොල්ලුපිටිය ස්ටේශන් එක ගාවින් නැග්ගා බොරැල්ලට යන්න පික්මි එකක් දාගෙන මේ ඩයල් එක තමා ආවේ උගෙ හෙන ලොකු සීන් තියෙන්නෙ,sin,"Anyway, he's like you last Friday, the little girl who got off the station and went to the station wearing a picky face and this is the dial that came with his fucking big scenes."
ලංකාවේ සියලුම භාණ්ඩ හා සේවා සපයන්නන් ගනුදෙනු සඳහා බැංකු මාර්ගයෙන් කල යුතු වනවා එවිට ටැක්ස් නොගෙවා ඉන්න බැරි වෙනවා,sin,All suppliers of goods and services in Sri Lanka must transact through the bank so that they cannot avoid paying taxes.
කාරයෝ phone no තියන් කෙල්ලොන්ට කෝල් ගන්නවා මහ ජරාම එඋන් හදිස්සියකට 4ක් වත් දාගෙන යන්නේනෑ මුන් මැරුනත් සල්ලි වලටම නහින උන්,sin,"The cops are calling girls who don't have a phone, they're not gonna take four out of nowhere."
me ලව ඔය තත්වෙට දාලා තියෙන්නේ pickme ආයතනයෙන්මයි උදේ 69ත් අතර තමයි 4Km ට අඩු හයර් එකකට 250ක් දෙන්නේ 9 පැන්නම රැ200යි දෙන්නේ උදෙන්ම මිනිස්සු හයර් දුවන්න දගලන්නේ ඒකයිහයර් එකට නැග්ගම මනුස්සයා ඉගිල්ලෙනවා 9ට කලින් කීයක් හරි හොයාගන්නඋදේ පාන්දර හයර් එකක් දැම්මම වෙන්නේ pick me එකෙන් සල්ලි කපාගෙන තමා ඉතුරු බැලන්ස් එක දෙන්නේ ගේ පැත්තෙන් සහ ගේ පැත්තෙන් සිදුවෙන සියලු අපහසුතා නිර්මාතෘ pickme ආයතනයම තමයි එයලා ඒ system එක හදලා තියෙන්නෙ ටයි ටයි ඇරගන්න දිලා එයාලා හම්බකරගන්න අවබෝදයෙන් ගනුදෙනු කරොත් ගොඩක් ගැටුම් මගාරවාගන්න පුලුවන්තමන් නොදන්න දේ අධ් ‍ යනය කරලා බලන්න driver පැත්තෙන් හිතන්න driver customer පැත්තෙන් හිතන්න මන් මේක type කරේ කාට හරි අදහසක් ගන්න මිසක් pick me එකටවත් මේ කෙල්ලටවත් මඩ ගහන්න නෙමෙයි,sin,"Pick me up at 69, and the rest of the time, the founder of Pick me, all the trouble that goes on at home, is that they built a system that opens the tie and lets people run up the tie and they can get it if they do a lot of business knowingly."
මෙතන වැරැද්ද මේ ලේඩිගේමුලින්ම ඒ මල්ලී අහලා තියෙනවා කෑස් ද කාර්ඩ් ද කියලා කෑස් කියලා පස්සේ කාඩ් වලට මාරැ කරේ ඇයිමොකද මමත් පික් මී දුවන කෙනෙක් මට නම් කාඩ් හරි කෑස් හරි ඕන දෙයක්ඔක්කොම අයට මම වගේ වෙන්න බැහැ නමුත් පික් මී දුවන ඔක්කොම අයට එහෙම වෙන්න බැහැ මුදල අතට ගන්න උවමනාව තියෙන ඩ් ‍ රයිවර් ලා වැඩියිඑහෙම මිස්ටේක් එකක් කරලා ඒක වීඩියෝ කරලා වීව්ස් ගන්නවට වඩා හොදයි බල්ලො පස්සෙන් දාන්නේ ඒවා කෑවා නම්,sin,"The problem is this lady asked the bag first if it was cash or cards and then she turned it into cards because I'm a pickup runner, and I want cards or cash or whatever."
me pickme htttpla nm,eng,me pickme htttpla nm
විමුක්ති ඩිල්ෂාන් හුගක් අය උදේ හයර් එකෙන් තමා තෙල් ටික ගහගන්න බලන්නෙ කෙලින්ම කාඩ් හයර් දැම්මනම් කැමති එකා හයර් එක ගන්නවනෙ නිකන් ආතල් දෙන්න එපා අපිත් නලුවො තමා මේවගේ කවුරුත් දන්නැති,sin,"Most people get their oil from the morning oil, and if you put the card in the hole, you'll get the hole. Don't have fun."
තමන්ගේ ගෙවල් ළග හන්දියේ දන්න මනුස්සයෙක් එක්ක යන්නේ නැතුව අඩුවට යන්න ඕනෙ නිසා මේ වගේ ඒ වල ගිහින් දැන් වැලලෙන්න එපා,sin,"You don't want to go down there with a guy who knows your house, so don't go down there and hug him right now."
කාඩ් බැයිනම් pickme එකෙන් අයින් වෙලා නිකං හයර් දුවපං හුත්තෝ,sin,"If you're a card-holder, get off the pickup and run your ass off, you motherfucker."
අපරාදේ ක් ‍ රීම් එකක් දීලා පොඩි මාකටින් පාරක් දැම්මා නම් අයියා ශේප් වෙනවනෙ නිළියෝ වුණාට මොළේ නෑ,sin,"If you put a crime cream in a little market, your brother's gonna be a little crazy."
වීල් කාරයොනම් ගොඩක් උන් සත්තු වගේ මග බස් එකේ ගියත් මම නම් යන්නෙනෑ ඔකුන් එක්ක,sin,"Most of the bikers are like animals, but I'm not going with them."
ඔහොම්ම කර්ටන් එක දාලා එයා එක්ක හයර් එකක් ගිහින් උබත් එකෙන් ගෙවපන්,sin,You'll just drop the curtain and go with him and pay for it.
hethu nm godak thiye oya app wala karana kapilla hatiyata thamai card hire gane nathee oka thamai lokuama awuala,eng,hethu nm godak thiye oya app wala karana kapilla hatiyata thamai card hire gane nathee oka thamai lokuama awuala
nangi oyage weredda dapu eka ai card walata maru kale hambena eka wenama kathawak eka hambenne satiyakata passene,eng,nangi oyage weredda dapu eka ai card walata maru kale hambena eka wenama kathawak eka hambenne satiyakata passene
අපෝ අපිත් pickme වල තමා යන්නේ සාධාරණ මිල කවදාවත් ප් ‍ රශ්නයක් වෙලා නැ,sin,"Oh, we're going to pickme, fair price never a problem."
මදාරා ජයසිංහ අනේ ඉතින් නිලියක්නේ ගන්නකෝ කාර් එකක් ඩාර්ලින්,sin,"Madara Jayasingha please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please."
tel tika gahagann one yako athe sathe nathuwa eliyta bahinne udenma card payment unama picme eken kapagannawa atee vikunalada petral gahanne,eng,tel tika gahagann one yako athe sathe nathuwa eliyta bahinne udenma card payment unama picme eken kapagannawa atee vikunalada petral gahanne
kiyala oyata ona dawal karana aka yuthu kamak noway cash kiyala naganam cash gaewanna lokukama oya tiya ganna,eng,kiyala oyata ona dawal karana aka yuthu kamak noway cash kiyala naganam cash gaewanna lokukama oya tiya ganna
Y gril thma wrada card payment dammanm thma gewnna ona cash damma nam cash thma denna ona,eng,Y gril thma wrada card payment dammanm thma gewnna ona cash damma nam cash thma denna ona
නිලාන් ලංකා උදෙ පාන්දර දෙයියනෙ කියල වාහනෙ පාරට දාන පලවෙනි හයර් එකම කාඩ් හයර් එකක් උනාම දවසම ඉවරයි,sin,"When Nilan Lanka gets the first card to put a car on the road and say it's morning god, the day is over."
උදේම හයර් එකක් දුවන්නේ විල් එකට තෙල් ගහගන්න බං,sin,I'm running a six in the morning to get some oil in the lake.
owage wada godak pic me drivers karanwa,eng,owage wada godak pic me drivers karanwa
ල කි යා උදෙම්ම ජොයින්ට් පාරක් ගහන්න අතෙ සල්ලි නැ යකෝ ඒකයි කියන්නෙ,sin,I don't have the money to hit the road.
හොද වැඩේ pace පොශ් යන්නේ three weel එකේ,sin,"Good job, the pace-push is going to be three-wheel drive."
හොරකම වංචාව නිසා තමයි කාඩ් හයර් යන්නේ නැත්තේ pick me එකට ගෙවන්න ඕන ගාන ගෙවන්නේ නැතුව පොඩ්ඩක් අල්ලන් යන එක වීරකමක් කියලා හිතන් ඉන්නේ එන්න අපි සිස්ටම් චෙන්ජ කරමු,sin,"Theft is a fraud, so the card holder won't go without paying the pick me."
අම්මෝ අපරාදෙ වීඩියෝ එක දැම්මෙ කියල හිතෙනව ඇති මුන් දෙන්නම වැරදියි අරු customer ලට සලකන්න දන්නෙ නෑ මේකි බොරුවට පොෂ් වෙන්න හදනවා රු 700 ක් අතේ නැතුව ෆෝන් එකක් අටවගෙන,sin,I think they're both wrong. I don't know how to tell the customer. She's trying to fake a $700 push with a phone in her hand.
මේ කියන්නේ එයා ගැනම වෙන්න ඇති,sin,It's probably about him.
මොකක්ද මේ cash and card වල ප් ‍ රශ්නේ කාඩ් සල්ලි ඒවෙලේම ගන්න බැයිද,sin,What's the matter with cash and cards? Can't you get the card money right away?
dl card mru kr kiyl achra ar gon ganit hali liynv yko me amuthu ate un,eng,dl card mru kr kiyl achra ar gon ganit hali liynv yko me amuthu ate un
පදින කොල්ලො දන්නවා credit hire එකකට වැඩිය cash hire එකක වටිනාකමඋදේ පාන්දර ගේමක් ගහන එළියට බැස්සම මේ වගේ සමාජයක් නැති ගොබ්බ නිළියො හම්බ උනාම ඒ ම්නිස්සුන්ගෙ දවසම ඉවරයිකොල්ලා පව්ඌ හරි,sin,"The guys on the road know that a loan is worth more than a cash hire, and when you go out and play a game in the morning and you meet some stupid actors who don't belong in this club, that's the end of the day."
පික්මෙ කියන්නෙ මහ wadskata nathi kapta wada karan tacxci jathiyak wadamai karanne,eng,පික්මෙ කියන්නෙ මහ wadskata nathi kapta wada karan tacxci jathiyak wadamai karanne
KaSuN IsHaRa අවදානේනේ ඉතින් මේහිත ඉල්ලන තරු එන්න විස්තරේ කියන්න,sin,KaSuN IsHaRa is in danger so tell the fat beggars to come in detail
අහිංසක විදිහට කීයක් හරි හොයාගන්න කට්ට කන කොල්ලෙක් විතරයි ඔය අමාරුකම දන්නෙඋදේ පාන්දර තෙල් ටිකක් ගහගන්න අතට කීයක් හරි ගන්න බලාගෙනයි හයර් එක යන්නෙcustomersලා ඒක තේරුම් ගන්න ඕනේ,sin,Only a guy who's innocently trying to find something knows the trouble. He's gonna get some morning oil and get some hair.
සල්ලි වලට කතා කරල card එක දීලා අම්මෝ ගෑනු ලමයෝ ඔයානම්,sin,"Call the money and give me the card. Oh, girl, you're the one."
සමහරවිට ඒ කොල්ලා අතේ වාහනේට තෙල් ගහන්නවත් සල්ලි තියෙන්න නැතුව ඇති ඔයා කපටිකමට option දාල card වලට මාරු කරල වැරැද්ද කරල තියෙන්නේ ඌ එන්න කලින් cash ද කියල ඇහුවම නෑ card කිව්වනම් ඉවරයිනේ,sin,Maybe that kid didn't have the money to get the car oil or you were a fraud and you traded the option for the cards.
මොනවා උනත් ගැහැනු ලමයෙක්ව අසරණ කරන්ඩ හොද නැඔයත් හයර් එක යන්න කලින් ගනුදෙනු කතා කරගන්න තිබුනානෙ,sin,You shouldn't have been impoverished with a girl. You should have been able to negotiate a deal before you left.
නිළියක් කියලා පඩේකටවත් ගනන් ගන්නේ නැතුව කියන්න ඕනේ ටික මූණටම කිව්ව ඒ අයියට සම්මා සම්බුදු සරණයි,sin,"I'm not even a star, but I'm a big fan of the award-winning brother who said that to his face."
අපරාදේ එතන ඉඳන් ඒ කොල්ලගේ ph අගය බලන්න තිබ්බේ,sin,The kid's Ph should have been on the scene.
eke widyt duwann bari nm nikam hire duwapn,eng,eke widyt duwann bari nm nikam hire duwapn
ඔයානෙ වැරදි ඒ මනුස්සයා හොද හිංදා ඔයින් ගියා ⁣කැමරා fon එකක් තිබ්බා කියලා තමන් නිවැරැදි වෙන් නැ,sin,You're wrong. That guy was a good guy. He left you. He had a camera phone.
අනේ පලයන් යන්න පොඩි මිනිහට දාහන් ඔක්කොම සෙල්ලම්,sin,Please go and put all the toys on the little guy.
කොහොමත් app වලින් taxi දුවනවා කියන්නෙ අම්බ වහක් උදේ hire එක හා හා පුරා cash වෙනවා කියන්නෙ ගොඩක්ම වට්නවා උදේ hire එකෙන් තාමා තෙල් ට්ක ගහගන්නෙ උදේ පළවේනි hire එකෙන් තමා උදේ කෑම එක කන්නෙ ඉතින් දහසක් බලාපොරොත්තු තියන් tuk tuk දුවන්නෙ නෑ නේ ඉතින් අපිත් ඒ සහෝදරයන් වෙනුවෙන් උපරිම සහයෝගය දෙන්න ඕනි,sin,"Anyway, running a taxi in the app is a lot of cash in the morning and getting paid in the morning and getting paid in the morning and getting paid in the morning and getting paid in the morning and eating breakfast, so we don't run a thousand tuk tuks hoping, so we have to give our best support to these brothers."
of contradiction of payment terms,eng,of contradiction of payment terms
itihn uu card here yannathywa athi naginda issella ahala naginda epay,eng,itihn uu card here yannathywa athi naginda issella ahala naginda epay
මෙතන නම් මේ ගෑනිගෙ වැරද්ද මොකද කෑශ් හයර් දාලාඩ් ‍ රයිවර් එන්න කලින් කෝල් කරලා ක්න්ෆර්ම් කරලා අවිත් මග යද්දි card වලට චේන්ජ් කරා කියන්නෙ හිතාමතාම කපටි කමටනෙ කරලා තියෙන්නෙ,sin,This is the fault of this woman because cash-haired Dallas driver made a deliberate fraud by calling and confirming the card change on the way out.
හොඳ වැඩේ ඔයාට උදේ පාන්දර ඒ මනුස්සයාගේ hire එක කෑව ට දාලා තිබිලා ඇයි කාඩ් වලට මාරු කරේ අනවශ් ‍ ය වැඩ නේ,sin,"Good job you left that guy's rent on the table this morning, why did you switch to unnecessary work?"
Cööl he slapped to her and tell palayang htti yanna,eng,Cööl he slapped to her and tell palayang htti yanna
NA ඕකට මරා ගන්න එපා අක්කේ ඔය අයියාගේ PH අගය බලලා හරියන ක් ‍ රීම් එකක් දෙන්න හයර් එකේ ගානට එතකොට ප් ‍ රශ්න නෑ නේ,sin,"Don't kill him, sister. Give me a cream that'll match your brother's pH and the price of the hair will be fine."
tynaun ohoma tma card dnwa lesiyata dawasamaiwrieya kiynne 1 hyr eka kiyla udema enne salli hoygnnaohoma card dla giya kiymu gihin whane pach ekk giya athe salline awa hyr ekat card mkdda krnne pickme eke wheltawat okaterenne hyr ekta yna cousmterslate gena hitnna ona unge lesiyta dla giyata amaruwe wetunama ekekwt ne,eng,tynaun ohoma tma card dnwa lesiyata dawasamaiwrieya kiynne 1 hyr eka kiyla udema enne salli hoygnnaohoma card dla giya kiymu gihin whane pach ekk giya athe salline awa hyr ekat card mkdda krnne pickme eke wheltawat okaterenne hyr ekta yna cousmterslate gena hitnna ona unge lesiyta dla giyata amaruwe wetunama ekekwt ne
SD ඉතින් යන්න එපා ඉවරයි නේ පාරේ ඔනේ කරම් ටැක්සි තියේන්නේ අනික කාඩ් හයර් දැම්මාම පික්මි එන්නේ නැ කියලා දන්න නිසා කැෂ් දලා පස්සේ කාඩ් කරා නේද එ වැඩේ ටිකක් කුජිතයි නේද,sin,"SD, don't go. You need a taxi on the road. You know that the card is not coming."
ටික් ටොක් ශූටින් පරක්කුයි කියන්නෙ,sin,Tic-Tac-Tac is late.
marketing මුලින්ම product එකක් එලියට දානවා ඒක promote කරගන්න එයා fb එකේ මොක්ක් හරි seen එකක් දාල එක ගන්නව හරිම සරලයි,sin,"Marketing first puts out a product to promote it, then he leaves something on the FB and gets it."
හැම රෙද්දම වීඩියෝ කරලා මේකෙ දාන්න එපා මුලින් cash වලින් දාලා පස්සෙ card එකට මාරු කරලා එක්කො ඒහෙම මාරු කරන්න කලින් ත් ‍ රීවිල් එකේ එකාගෙන් අහන්න ඕනී මනුස්සයෙක්නී කතා බහ කරලා විසදගන්න පුළුවන් නේ,sin,"Don't video every piece of shit on this, put it in cash, transfer it to the card, or you can ask the guy in the three-wheel before you transfer it."
එදිනෙදා වේල හොයාගන්න ඒ මිනිස්සු කොහොම හරි හිගා කාල නෝනා තෙල් ලීටරයක් ගහගන්නේ පළවෙනි හයර් එක දුවල තමයි එයා ආයේ තෙල් ගහන්නේ ඔයා කාඩ් වලින් ඒක ගෙවුවම ඒ මිනිහ දවසම නිකන් නේද ඉන්න වෙන්නෙ මානුශීය වෙන්න පොඩි මිනිස්සුන්ට අතට මුදල් දෙන්න පුරුදු වෙන්න,sin,"And to find the time of day, those guys are gonna be spending a litre of oil on the first day of the race, and she's gonna be spending it on you, and you're gonna have to spend the whole day being humane and getting used to handing out money to little people."
මේවට pick me එක වගකියන්නෙ නැත්නම් pick me වර්ජනයක් කරමු,sin,Pick me up or we'll strike.
මෙහෙමයි කාඩ් හයර් දාලා බැංකුවට වැටුන ගමන් පික්මී එකෙන් උඩ පැනලා ඒක කපනවාඒකයි කැමති නැත්තෙ,sin,"It's like, you put your card in the bank and you jump off the pickup truck and you cut it off."
kalapaya aioyateth kalapayedamona kalapeunath ubelekoladakaludayakomoka unathdena ganna onasalli ate tiyan yanna kiyk hari hari kamakne machan oya kalla kohan hari passan playan,eng,kalapaya aioyateth kalapayedamona kalapeunath ubelekoladakaludayakomoka unathdena ganna onasalli ate tiyan yanna kiyk hari hari kamakne machan oya kalla kohan hari passan playan
company ගිහින් salli ganna wela na edawela hambakarana මිනිස්සු ehema eke pottha pata වුණාට un දැනගන්නට on හයර් සල්ලි එවෙලේම denna card පහසුයි thami taxi වලට අමාරුයි therum ganilla,sin,company went to salli ganna wela na edawela hambakarana people ehema eke pottha pata un to know on their money then denna card is easy thami taxi hard therum ganilla
ඔක්කෝම එකයි cash සහ card වහන තද බද අස්සේ මගින් දාලා යන හු෴ලා ඉන්නවා අන්තිමට රටට බනිනවා කන්න නැ බොන්න නැ කියලා ඉට වඩා හොදයි මුන්ට ගෙදර කක්කුස්සි සෙදුවා නම් ‍,sin,"All the same, there are people who are left with cash and cards and a lot of hard cash and finally blame the country for not eating or drinking."
මමත් card විතරයි යන්නේ මට ඒක ලේසි පුළුවන් දෙයක් කරපන්,sin,I'm just going to go to the card. Make it easy for me.
එයාට ෂුටින් යන්න පරක්කු වෙනවාලු ඉක්මන් කරන්නකො අනෙ,sin,He's late for the shoot. Hurry up.
නිළියක් උනාට part time chemistry class උගන්වන කෙනෙක්clz එකට යන්න පරක්කු වෙලා,sin,"I'm an actress, and I teach part-time chemistry class, and I'm late for the C.L.C.L."
ඉල්ලන්නෙ යුරෝප් කන් ‍ ට් ‍ රි කල්චර් එක ඒ උනාට කාර්ඩ් පේමන්ට් එකක් කරන්න බෑ 1ස්ට් හයර් එකලු කෑශ් ඕනලුඅපතයෙක්නෙ ඕයිඒකටත් හරි මේකෙ කමෙන්ට්ස්රුපියල් 700ක් නැද්ද කියලත් අහලාහදයි හදයි ලස්සන රටක් මේ වගෙ උන් එක්ක,sin,I'm asking for the European Ear Tree Cult but I can't pay with a card. First hair. Cash is a big deal.
මමත් පික්මී අවුරුදු අටක් දීවා දවසට කාඩ් හයර් දෙක තුනක් දුවනවා අනිවාරයෙන් කෑශ් දාලා තිබුනොත් සමහර වෙලාවට මං කියලම කාඩ් දාගන්නවා එහෙම සතියක් විතර දුවලා තමයි මං සල්ලි බැංක් එකට හරවා ගන්නෙ ඒක තමයි අන්තිමට ඉතුරුක් කියලා තියෙන්නෙ මට අදටත් ලොකු ප් ‍ රශ්නයක් ඇයි කාඩ් හයර් යන්න අකමැති ඩ් ‍ රයිවස්ලා,sin,"I've been a PICMY for eight years running two or three cards a day. If I had cash, sometimes I would have run the cards myself."
මං හිතුවේ මේයාලාගේ වහන වල යන්නෙ කියලා මේච්චර කාල්,sin,"I thought you were going to be in the cribs of the Mayans, Carl."
me nm jarawak tamaimagadi kiynwa cancell karanna kiylakisima customer care ekak nathi driversla inne PickMe,eng,me nm jarawak tamaimagadi kiynwa cancell karanna kiylakisima customer care ekak nathi driversla inne PickMe
SB පක් ම් රියදුරන්ගෙ වඳුරු කුනුහරප සහ ඒ නිළි ගෙ කතා සේරම වැරදියි මෙතන තියනවා කාරණා 3ක් 1 මුලදීම කෑෂ් දාලා ගමන යද්දී පසුව කාර්ඩ් කිරීම මුදල් අතේ නැති බව පසුව දැනගැනීම නිසා සිදුවූවක් විය නොහැකියි කාඩ් එකෙන් හයර් එකට ගෙවන්න සල්ලි තියනවා කියන්නේ ATM එකකින් අරං ගෙවන්නත් පුළුවන් ඒකට විනාඩි 5ක් වැයකරන්න රියදුරන් අකමැති වෙන එකක් නෑ පහුවදා උදේට ටුක් එකක යන්න සල්ලි නෑ කියන්නේ එයාගෙම දුර්වලකමක් ඒ මහා නිළිය කරලා තියෙන්නේ රැවටීමක් 2 ෆක්කුංමී හූබර් එක රියදුරන්ට ශත පහක උදව්වක් කරන්නේ නෑඋං කරන්නේ රියදුරුගෙන් හම්බ කරං කන එක වාහනයඉන්ධනනඩත්තුවදඩ සේරම රියදුරු කියන අසරණ මනුස්සයාගේ පුද්ගලික සන්තකයක් මඟියාට තමයි වාසිය තියෙන්නේ දෙපා මුලටම වාහනයක් ගෙනත් දීලා අඩුම මුදලකට තමන්ගේ ගමන යන්න එනිසා මගියා ටැක්සි රියදුරුට ඇත්තෙන්ම ණයගැතියි පිස්සුමී එක ඕනෑම හයර් එකක් දුවපං අපට කොමිස් ගෙවපං කියන්න අයිතියක් නෑ මොකද මේ සේරම බරපැන තියෙන්නේ රියදුරු අතේ හයරය පැහැදිලිව මුදල් හෝ කාඩ් බව අනිවාර්යයෙන්ම පිස්සුමී ආයතනය රියදුරුට දැනුම් දීම අවශ් ‍ යයි එවිට නවීන බැංකු ගනුදෙනු ක් ‍ රමවේදයට තවමත් හුරු පුරුදු නැති ඩොටේ මානසිකත්වයක ඉන්න රියදුරන්ට තමන්ගේ තෝරාගැනීමට යා හැකියිඅප දන්නා හුඟාක් රියදුරන් බැංකුවට යම් මුදලක් යාම ගැන ඉතාමත් ආඩම්බරයිඑය ඔවුන්ගේ හදිසි අවශ් ‍ යතා සඳහා ඉතුරුවක් බවත් පුද්ගල වත්කම් පිළබඳ වටිනාකමක් බවත් දනියි 3 වර්තමානයේ ටැක්සි දුවන රියදුරන් කියන්නේ අනිවාර්යයෙන්ම ලෝකය සමඟ අප්ඩේට් වුන තමන් සමඟ යන මගියාට පවා යමක් කියලා දෙන්න සමත් මනුස්සයෙක් වෙන එක වටිනවා කාඩ් කියන්නේ මුදල්ම තමයි තමන්ගේ ඇප් ගිණුම නිසියාකාරව පවත්වාගෙන යන කිසිම රියදුරෙකුට කාඩ් ප් ‍ රශ්නයක් වෙන්න බෑ තමන්ගේ ගිණුමට වැටෙන සල්ලි ඕනෑම වෙලාවක ඕනෑම ATM එකකින් ගන්න පුළුවන්නැත්නම් ඒවා ඉතුරු කරන්න පුළුවන් සේරම හයර් කාඩ් නෙවෙයි උදේ පාන්දර පැට් ‍ රල් ගහන්න සල්ලි නෑ පලමු හයරය කෑෂ් වෙන්න ම ඕනය කියන්නේ ගල්යුගයෙ කතාවක් මොන ක් ‍ රමයට ගියත් මගියාගෙන් ගන්න මුදල තමයි රියදුරුට ලැබෙන්නේ ඇප් හරහා දුවන එක අලාභයක් වුවත් එයට අකමැති නම් ඇප් හරහා දුවන ගමන් එහි ක් ‍ රමවේදයට පිටුපා මගියාට අපහාස තර්ජන කරමින් සමස්ථ රියදුරන් තිරිසන් ගනයට නොදමා පාරේ හයර් පමණක් දුවන එක විසඳුමක්,sin,"The monkey-squeaky SB driver and all the crazy talk about it is wrong. There are three things. One, he left cash at first, and then he left the card, and then he realized that he didn't have money. One, he knew that he had money to pay for it. One, he said, he could pay for it with an ATM."
A payment වලට වැලලෙන්න හදන උන් කොලබ උන් card වලින් payment කරනවා කියලා වැලලෙන්න හදන උන් කියහල්ලා බලන්න highway card payment කරන්න පුළුවන් ද කියලා,sin,"Those who are trying to get a payment, they're trying to get a payment with a card, they're trying to get a payment with a card, and they're trying to get a payment with a highway card."
me gon ganige weraddane cash trip eka card karanne,eng,me gon ganige weraddane cash trip eka card karanne
සූටින් කරන්න යද්දි අඩුම තරමෙ රුපියල් දාහක්වත් අතේ තියාගන යන්න,sin,Take at least a thousand rupees with you when you go to the suite.
pickme eke mey prashne tiyenwa card payment walata eyala ba kiyanawa PickMe hire eka yanna,eng,pickme eke mey prashne tiyenwa card payment walata eyala ba kiyanawa PickMe hire eka yanna
akka payment method ekak use karanna wage try karanne,eng,akka payment method ekak use karanna wage try karanne
